# Dépenses fiscales (« niches ») — annexe Voies et Moyens tome II, PLF 2023.
#
# POURQUOI CE FICHIER : c'est la part de l'argent public qui « sort » sans
# bénéficiaire nominatif — l'État en connaît le coût PAR DISPOSITIF mais ne
# publie (et souvent ne connaît) aucun bénéficiaire ligne à ligne. Ce fichier
# alimente la décomposition de l'estimation affichée sur l'accueil.
#
# Source officielle : PLF 2023, Évaluation des Voies et Moyens tome II,
# publié sur data.economie.gouv.fr (dataset
# plf2023_voies_et_moyens_t2_liste_des_depenses_fiscales, XLSX joint,
# onglets « Chiffrages » et « Bénéficiaires » fusionnés par numéro).
# DERNIER MILLÉSIME MACHINE-READABLE : le PLF 2024 ne publie que la liste
# sans chiffrage, les PLF 2025-2026 uniquement des PDF (constat 2026-07-04).
#
# Montants en MILLIONS d'euros. Légende officielle : « - » = aucun effet,
# « ε » = < 0,5 M€, « nc » = non calculé. La colonne la plus complète est la
# réalisation 2021 (333 dispositifs chiffrés sur 465).
impot_categorie;sous_categorie;sous_sous_categorie;numero;libelle;chiffrage_2021_realisation_Meur;chiffrage_2022_prevision_Meur;chiffrage_2023_prevision_Meur;beneficiaires_nature;beneficiaires_nombre
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150701;Exonération des gains réalisés lors des cessions à titre onéreux de titres acquis dans le cadre des dispositifs d'épargne salariale (participation, plan d'épargne salariale, y compris actionnariat salarié, et compartiment épargne salariale des plans d'épargne retraite);168;297;nc;Ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150704;Exonération des gains retirés d'opérations de bourse effectuées par les clubs d'investissement durant leur existence. Création d'un régime simplifié d'imposition;nc;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150705;Exonération conditionnelle des gains réalisés par les fonds communs de placement dans le cadre de leur gestion;nc;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150706;Exonération des plus-values réalisées à l'occasion de la cession ou du rachat de parts de fonds communs de placement à risques sous certaines conditions;ε;ε;ε;Ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150707;Exonération des gains de cessions de valeurs mobilières et des profits réalisés par les non-résidents sur les marchés à terme d’instruments financiers et d’options négociables, sur les bons d’option et sur les parts de fonds communs d’intervention sur les marchés à terme d’instruments financiers;nc;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150708;Exonération ou imposition à taux réduit des gains de cession de valeurs mobilières réalisés dans le cadre d'un plan d'épargne en actions;110;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150710;Exonération, sous certaines conditions, des gains nets réalisés lors des cessions à titre onéreux de titres de sociétés de capital-risque (SCR);ε;ε;ε;Entreprises et ménages;Non déterminé
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150712;Exonération temporaire à hauteur de 50 % des gains nets de cession de valeurs mobilières et de droits sociaux détenus à l'étranger par des personnes physiques impatriées;3;2;2;Ménages;937
Impôt sur le revenu;Plus-values des particuliers;Gains de cessions de valeurs mobilières : Exonérations;150713;"Mécanisme de report d'imposition optionnel de la plus-value de cession à titre onéreux des titres d'organismes de placements collectifs ""monétaires"" en cas de versement du prix dans un PEA-PME";ε;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Produits perçus par les inventeurs et par les auteurs de logiciels;160103;Imputation sur le revenu global du déficit provenant des frais de prise de brevet et de maintenance;ε;ε;ε;Entreprises;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Exonérations;160201;Exonération des sommes perçues dans le cadre de l'attribution du prix Nobel ou de récompenses internationales de niveau équivalent au prix Nobel dans les domaines littéraire, artistique ou scientifique;1;ε;ε;Ménages;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Exonérations;160204;Exonération d'impôt sur le revenu, à hauteur de 60 jours par an, de la rémunération perçue au titre de la permanence des soins par les médecins ou leurs remplaçants installés dans certaines zones rurales ou urbaines;24;24;24;Entreprises;8000
Impôt sur le revenu;Bénéfices non commerciaux;Exonérations;160205;Exonération, dans la limite de 14,5 % d'un plafond révisable chaque année, des sommes perçues par les arbitres et juges sportifs;7;7;7;Ménages;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Exonérations;160207;Exonération des sommes perçues à titre de dédommagement par les aidants familiaux dans le cadre de la prestation de compensation handicap;40;40;40;Ménages;92000
Impôt sur le revenu;Bénéfices non commerciaux;Déductions;160301;Déduction forfaitaire au titre du groupe III déclarée par les médecins conventionnés;11;11;11;Entreprises;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Déductions;160302;Déduction forfaitaire de 3 % déclarée par les médecins conventionnés;6;6;6;Entreprises;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Déductions;160303;Déduction des dépenses exposées par les sportifs en vue de l'obtention d'un diplôme ou d'une qualification pour leur insertion ou conversion professionnelle;nc;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Bénéfices non commerciaux;Dispositions diverses;160406;Abattement de 50 % sur le bénéfice imposable des jeunes artistes de la création plastique;1;1;1;Entreprises;343
Impôt sur le revenu;Bénéfices agricoles;Déductions;170106;Déduction de précaution;111;119;119;Entreprises;28403
Impôt sur le revenu;Bénéfices agricoles;Abattements;170201;Abattement sur les bénéfices réalisés par les jeunes agriculteurs;49;44;44;Entreprises;14012
Impôt sur le revenu;Bénéfices agricoles;Régimes spéciaux d'imposition;170306;Rattachement du revenu exceptionnel d'un exploitant agricole soumis à un régime réel d'imposition par fractions égales, aux résultats de l'exercice de sa réalisation et des six exercices suivants;16;nc;nc;Entreprises;180
Impôt sur le revenu;Bénéfices agricoles;Régimes spéciaux d'imposition;170307;Report d'imposition de l'indemnité destinée à couvrir les dommages causés aux récoltes par des évènements climatiques à l'exercice de constatation de cette perte;nc;nc;nc;Entreprises;Non déterminé
Impôt sur le revenu;Bénéfices industriels et commerciaux;Exonérations;180102;Exonération accordée sous certaines conditions, aux personnes louant ou sous-louant en meublé, une partie de leur habitation principale jusqu'au 31 décembre 2023;nc;nc;nc;Ménages;Non déterminé
Impôt sur le revenu;Bénéfices industriels et commerciaux;Exonérations;180105;Exonération des produits de la vente d'électricité issue de l'énergie radiative du soleil;1;1;1;Ménages;Non déterminé
Impôt sur le revenu;Bénéfices industriels et commerciaux;Dispositions diverses;180309;Imputation sur le revenu global des déficits commerciaux supportés par les loueurs en meublé qui réalisent un montant de recettes annuelles excédant 23 000 € et le montant de leurs autres revenus d'activité;3;3;3;Entreprises;3700
Impôt sur le revenu;Dispositions communes aux bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux;Plus-values;190208;Exonération des plus-values professionnelles en cas de cession à titre onéreux d'une entreprise individuelle ou d'une activité par une société de personnes ou en cas de cessation d'un office d'avoué dans le cadre du départ à la retraite du cédant ou de l'associé de la société cédante;87;87;87;Entreprises;2400
Impôt sur le revenu;Dispositions communes aux bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux;Plus-values;190212;"Exonérations des indemnités journalières de sécurité sociale servies au titre des maladies ""longues et coûteuses""";30;30;30;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Amortissements exceptionnels;200217;Amortissement exceptionnel des bâtiments d'élevage et des matériels et installations destinés au stockage des effluents d'élevage égal à 40% du prix de revient des biens réparti linéairement sur cinq ans;10;8;4;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Dispositions diverses;200302;Crédit d'impôt en faveur de la recherche;6383;7031;7061;Entreprises;21695
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Dispositions diverses;200307;Application du taux réduit d'imposition aux répartitions d'actifs effectuées par des fonds communs de placement à risques (FCPR) dont le portefeuille est composé de manière prépondérante de titres de sociétés non cotées;nc;nc;nc;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Dispositions diverses;200310;Crédit d'impôt en faveur de l'innovation;280;303;320;Entreprises;8177
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Dispositions diverses;200311;Crédit d’impôt en faveur de la recherche collaborative;-;-;150;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Déductions;200401;Déduction exceptionnelle de 40% du prix de revient de certains biens limitativement énumérés, pratiquée sur la durée normale d'utilisation du bien;575;500;400;Entreprises;205800
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Déductions;200402;Déduction exceptionnelle en faveur des acquisitions de véhicules de 3,5 tonnes et plus fonctionnant exclusivement au gaz naturel, ou au biométhane, ou au carburant ED95, ou au B100, ou au dual fuel de type 1 A;7;7;7;Entreprises;744
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices agricoles) et à l'impôt sur les sociétés;Déductions;200403;Déduction exceptionnelle de 40% en faveur des entreprises investissant dans des équipements de réfrigération et de traitement de l’air utilisant des fluides autres que les hydrofluorocarbures (HFC);2;3;4;Entreprises;594
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Déductions;210203;Déduction sur cinq ans du prix d'acquisition des oeuvres originales d'artistes vivants;3;3;3;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210305;Crédit d'impôt pour investissement en Corse;109;102;102;Entreprises;5289
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210307;Exonération des dons reçus par une entreprise ayant subi un sinistre survenu à la suite d'une catastrophe naturelle ou d'un événement ayant des conséquences dommageables;nc;nc;nc;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210308;Crédit d'impôt famille;155;155;155;Entreprises;14800
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210309;Réduction d'impôt au titre des dons faits par les entreprises à des oeuvres ou organismes d'intérêt général;1072;nc;nc;Entreprises;89363
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210313;"Crédits d'impôt ""Prêt à taux zéro"" et ""Prêt à taux zéro renforcé PTZ+""";1107;878;779;Ménages;522
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210315;Crédit d'impôt au titre des dépenses engagées pour la formation du chef d'entreprise;41;41;81;Entreprises;167875
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210316;Crédit d'impôt en faveur des entreprises agricoles utilisant le mode de production biologique;75;89;109;Entreprises;22529
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210318;Crédit d'impôt en faveur des métiers d'art;46;47;47;Entreprises;2822
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210321;"Crédit d'impôt ""Eco prêt à taux zéro""";35;43;43;Ménages;491
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210322;Abattement applicable aux bénéfices des entreprises provenant d'exploitations situées dans les départements d'outre-mer;84;86;86;Entreprises;6800
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210324;Crédit d'impôt en faveur de la compétitivité et de l'emploi;6920;6183;983;Entreprises;27834
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210325;Crédit d'impôt à raison des investissements productifs réalisés dans les départements d'outre-mer avant le 31 décembre 2025;158;175;nc;Entreprises;2330
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210326;Taxation au taux de 10% des revenus issus de certains actifs de propriété industrielle;555;410;nc;Entreprises;510
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210327;"Exonération des aides reçues par les lauréats du concours ""French Tech Tremplin""";1;1;1;Entreprises;200
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210328;Crédit d’impôt au titre des dépenses engagées par les PME pour la rénovation énergétique de leurs bâtiments à usage tertiaire;19;19;-;Entreprises;5787
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210329;Crédit d’impôt en faveur des entreprises agricoles qui n’utilisent pas de produits phytopharmaceutiques contenant la substance active du glyphosate au cours des années 2021 et 2022;-;45;85;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210330;Crédit d’impôt en faveur des entreprises agricoles disposant d’une certification d’exploitation à haute valeur environnementale en cours de validité au 31 décembre 2021 ou délivrée au cours de l’année 2022;-;30;10;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210331;Réduction d’impôt « Prêt à taux zéro » pour l’acquisition de véhicules légers peu polluants;-;-;-;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210332;Faculté temporaire de déduction fiscale de l’amortissement du fonds commercial;-;-;nc;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220102;Exonération du bénéfice réalisé par les entreprises qui exercent une activité dans une zone urbaine de 3e génération ou qui créent une activité dans une zone franche urbaine-territoire entrepreneur (ZFU-TE) entre le 1er janvier 2006 et le 31 décembre 2023;139;132;132;Entreprises;16000
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220104;Exonération d’impôt sur les bénéfices pour les entreprises créées ou reprises dans les ZRR;236;294;294;Entreprises;33600
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220106;Exonération des aides exceptionnelles versées par le Conseil de la protection sociale des travailleurs indépendants (CPSTI) ainsi que les instances de gouvernance des régimes de retraites complémentaires, des professionnels libéraux et des avocats en application de l’article 10 de la loi n° 2020-734 du 17 juin 2020 d’impôt sur le revenu, d’impôt sur les sociétés et de toutes les contributions et cotisations sociales d'origine légale ou conventionnelle;160;40;-;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220107;Exonération des aides versées par le fonds de solidarité institué par l'ordonnance n° 2020-317 du 25 mars 2020, d’impôt sur le revenu, d’impôt sur les sociétés et de toutes les contributions et cotisations sociales d'origine légale ou conventionnelle;2560;3300;10;Entreprises;2000000
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230101;Déduction des versements à fonds perdus effectués en faveur de certains organismes de construction;nc;nc;nc;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230102;Déduction exceptionnelle en faveur de l’investissement des PME dans la robotique et la digitalisation industrielles;5;5;5;Entreprises;941
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230103;Déduction exceptionnelle en faveur des navires, bateaux ou équipements répondant à des enjeux écologiques;ε;ε;ε;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230104;Déduction exceptionnelle en faveur des simulateurs d'apprentissage de la conduite;ε;ε;ε;Entreprises;15
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230105;Déduction exceptionnelle en faveur de l’investissement des entreprises utilisatrices d’engins fonctionnant au GNR dans l’acquisition de matériels fonctionnant avec des carburants alternatifs;ε;ε;ε;Entreprises;50
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230106;Déduction exceptionnelle en faveur de l’investissement des PME de commerce de détail de gazole non routier dans des installations de stockage, matériels de manutention et de distribution de gazole;0;ε;ε;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Amortissements;230303;Majoration de la base de calcul des amortissements des immobilisations acquises au moyen de primes de développement régional, de développement artisanal ou d'aménagement du territoire;1;1;ε;Entreprises;81
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230403;Déduction spéciale prévue en faveur des entreprises de presse;1;1;1;Entreprises;71
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230409;Provision pour investissement des sommes excédant l'obligation légale de la participation et portées à la réserve spéciale de participation;5;5;4;Entreprises;200
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230410;Provision pour charges exceptionnelles ou pour risques afférents aux opérations d'assurance crédit des entreprises d'assurance et de réassurance;10;10;10;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230411;Provision pour risque d’intervention du fonds de garantie des dépôts et de résolution;38;47;nc;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Plus-values;230510;Exonération des plus-values de cession de bateaux affectés au transport fluvial de marchandises;ε;ε;ε;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230601;Application du taux réduit d'imposition aux distributions d'actifs effectués, directement ou indirectement, par certaines sociétés de capital-risque;nc;nc;nc;Entreprises;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230602;Exonération totale ou partielle des bénéfices réalisés par les entreprises nouvelles qui se créent dans les zones d’aide à finalité régionale (ZAFR) ou qui sont créées entre le 1er janvier 1995 et le 31 décembre 2010 dans les zones de revitalisation rurale (ZRR) et de redynamisation urbaine (ZRU);69;87;82;Entreprises;13400
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230604;Exonération totale ou partielle des bénéfices réalisés par les jeunes entreprises innovantes et les jeunes entreprises universitaires (existantes au 1er janvier 2004 ou créées entre le 1er janvier 2004 et le 31 décembre 2022);12;13;14;Entreprises;480
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230605;Exonération du bénéfice réalisé par les entreprises créées en zones de restructuration de la défense (ZRD);2;3;2;Entreprises;240
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230606;Exonération d’impôt sur les bénéfices pour les entreprises qui exercent ou créent une activité dans les bassins d’emploi à redynamiser (BER);5;7;6;Entreprises;620
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230607;Exonération des bénéfices réalisés en France et des revenus de source française perçus par des organismes chargés de l'organisation en France d'une compétition sportive internationale et de leurs filiales, directement liés à l'organisation de la compétition sportive internationale.;0;4;nc;Entreprises;0
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230608;Exonération d’impôt sur les bénéfices pour les entreprises créées dans les bassins urbains à dynamiser (BUD);3;4;3;Entreprises;380
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230609;Exonération d’impôt sur les bénéfices pour les entreprises créées dans les zones de développement prioritaire (ZDP);1;1;1;Entreprises;100
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (revenus fonciers et bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;260101;Déductibilité ou non-imposition des loyers et accessoires non perçus afférents à des immeubles donnés en location à une entreprise et consentis entre le 15/04/2020 et le 31/12/2021;nc;nc;-;Entreprises et ménages;Non déterminé
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (revenus fonciers et bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Crédits d'impôt;260201;Crédit d’impôt en faveur des bailleurs au titre des abandons du loyer de novembre 2020 consentis aux entreprises locataires qui ont fait l’objet d’une fermeture administrative ou relèvent d’un secteur particulièrement touché par la crise sanitaire;110;40;-;Entreprises et ménages;102789
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300101;"Exonération sous certaines conditions : - des coopératives agricoles et de leurs unions ; - des coopératives artisanales et de leurs unions ; - des coopératives d'entreprises de transport ; - des coopératives artisanales de transport fluvial ; - des coopératives maritimes et de leurs unions";125;115;107;Entreprises;1012
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300102;Exonération des organismes d'HLM et des offices publics d'aménagement et de construction (OPAC);1075;860;800;Entreprises;724
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300106;Exonération des sociétés immobilières pour le commerce et l'industrie et des sociétés agréées pour le financement des télécommunications;ε;ε;ε;Entreprises;Non déterminé
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300109;Exonération des syndicats professionnels et de leurs unions pour leurs activités portant sur l'étude et la défense des droits et des intérêts collectifs matériels ou moraux de leurs membres ou des personnes qu'ils représentent;ε;ε;ε;Entreprises;Non déterminé
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300110;Exonération des unions d'économie sociale;9;9;9;Entreprises;Non déterminé
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300111;Exonération des bénéfices réalisés par les sociétés créées pour reprendre une entreprise ou des établissements industriels en difficulté;5;5;5;Entreprises;204
Impôt sur les sociétés;Exonérations;Exonérations de produits;300201;Exonération des revenus patrimoniaux des établissements publics scientifiques, d'enseignement et d'assistance pour leurs revenus fonciers agricoles et mobiliers;nc;nc;nc;Entreprises;Non déterminé
Impôt sur les sociétés;Exonérations;Exonérations de produits;300203;Exonération des sociétés de capital-risque (SCR);125;225;nc;Entreprises;25
Impôt sur les sociétés;Exonérations;Exonérations de produits;300204;Exonération d'impôt sur les sociétés de la valeur nette de l'avantage en nature consenti par les personnes morales qui ont pour objet de transférer gratuitement à leurs membres la jouissance d'un bien meuble ou immeuble;nc;nc;nc;Entreprises;Non déterminé
Impôt sur les sociétés;Exonérations;Exonérations de produits;300205;Exonération des établissements publics et des sociétés d'économie mixte chargés de l'aménagement par une convention contractée, en application du deuxième alinéa de l'article L. 300-4 du code de l'urbanisme ainsi que des sociétés d'habitations à loyer modéré régies par l'article L. 411-2 du code de la construction et de l'habitation, pour les résultats provenant des opérations réalisées dans le cadre d'une zone d'aménagement concerté;nc;-;-;Entreprises;Non déterminé
